Username,Review Number,Title,Text,Date,Rating,Rating,Rating,Rating,Rating
Sherilee D,29 reviews,Great Nachos,"After a morning at the coliseum we stopped off here to watch the rugby this afternoon. We were treated to a great atmosphere, delicious loaded nachos, the biggest baked potato I have ever had
 and Gluten free beer!!",Date of visit: March 2016,5,,,,
Kety_peruzzo,6 reviews,My favourite place!,"I lived in Italy for 12 years and for sure Scholars was my favourite place in the last 3 years... Really nice staff, good people and food. For sure you will feel like in Ireland once you get in there!!!!",Date of visit: October 2015,5,,,,
Dw0175,82 reviews,St Patrick's break,"We are from Ireland on a well earned break. Yesterday we were walking past and dropped in got 2 vodka  and diet coke.  Today we went in as was St 
Patricks Day 5 euro more rip off!  Both days the place was clean but smell...More",Date of visit: March 2016,,,3,,
erinfischer23,93 reviews,My favorite place in Rome,"I go here almost every Tuesday night for karaoke and it's always fun (if you're a college student). Recently, I had lunch here as well and the BBC bagel was absolutely unreal - bacon, Brie and cranberry. A gem in Rome that's just five minutes'...More",Date of visit: March 2016,5,,,,
W737TAjennyl,47 reviews,The best Irish Bar in Rome!,"We visited a few Irish bars in Rome & I can honestly say that this is the only true one! The atmosphere in here was brilliant & the staff were amazing. Their was a live band there & we had such a good night.
I...More",Date of visit: March 2016,5,,,,
NickT78,23 reviews,Loved the full Irish Breakfast!,"We came here specifically for the full Irish breakfast and we weren't disappointed. Friendly staff, almost all from Ireland. Reasonably priced. We went during the early afternoon; not sure how this pub is at nighttime.",Date of visit: March 2016,,4,,,
matthewt69,2 reviews,Brilliant night!,"Brilliant quiz!  Brilliant whiskey!  Good food!  Fun and laughs.   Ended the night with some amazing live music!
Would recommend it!",Date of visit: March 2016,5,,,,
stefanocI8434CW,963 reviews,Very hectic Irish pub,"Nice, full of people with a lively atmosphere, plenty of food to chose from and live music. Stunning draught  Guinesss!!!!!",Date of visit: March 2016,,4,,,
dgre1219,30 reviews,Great food and drink!,Loved this place. Being American was tough finding typical breakfast foods. This place had that and more! All the whiskeys you can imagine and a great atmosphere. I highly recommend it!,Date of visit: March 2016,5,,,,
williamguice,11 reviews,The Perfect Irish Pub,I visited twice to catch soccer matches while I was in Rome. The pub was a perfect venue to catch matches and grab a beer. I only ate on my first visit and I had a burger that was good. The main thing here is...More,Date of visit: March 2016,5,,,,
briantravelsnorwegia,7 reviews,"Great bar, cheap drinks during happy hour that ends at 2000hrs","Food great, massive portion for the price.  Table service also available to order drinks which is a bonus if you do not want to loose your seat during busy evenings.
Although was charged twice when ordering a Guinness on 3 occasions despite telling staff that...More",Date of visit: March 2016,5,,,,
Chizzamerica,635 reviews,Best Irish pub in Rome!,"Had a couple of pints at Scholars on a Monday evening; good atmosphere - even for early week, plenty of staff, and free wifi! Many TV's for sport - and Magners on tap...brilliant!",Date of visit: February 2016,,4,,,
franka751,35 reviews,Good Place for drink and food,Great place to go for having a good drink and food in Rome just off one of the main squares and bus routes.,Date of visit: March 2016,5,,,,
omega132857,702 reviews,Great atmosphere,"The best place to watch sport in Rome. The atmosphere is second to none. We wwere here for the Chelsea match and the place was rammed to the rafters. We got a seat upstairs, ordered some food, and sat back to watch the football. The...More",Date of visit: February 2016,,4,,,
P46EY,6 reviews,Cracking Irish pub,Really friendly little place with great staff.  The craft beers are to die for. Like a little slice of Ireland.,Date of visit: March 2016,5,,,,
BlackCumin,244 reviews,Proper Irish Bar!,"Great for rugby watching. A marvellous set of staff, it seems all are genuinely Irish, and an excellent pint of Guinness.",Date of visit: February 2016,5,,,,
Kevy_D5,4 reviews,"Brilliant Pub, Good Food, Great Drink & Amazing Staff","We were in Rome for the Scotland Vs Italy 6 Nations rugby game, and watch the other games on the TV at the Scholars Lounge. They were running a free coach service to and from the game which was Amazing! 
The night beofre game day...More",Date of visit: February 2016,5,,,,
ColinMacD_11,105 reviews,Great Irish bar,"We visited here prior to Scotland v Italy 6 Nations rugby. Had a great lunch, bus laid on to and from match....but best of all, the atmosphere on return to the bar was priceless. Absolutely buzzing with nationalities from Ireland, Italy, Scotland, England and Wales....More",Date of visit: February 2016,5,,,,
SianLouT,56 reviews,"Fab, atmospheric sports bar!","Excellent service, friendly staff and a great lively atmosphere. Very much enjoyed the live music. Large selection of beers on tap also!
Shame about the cleanliness in the toilets, they couldn't cope with the numbers and unfortunately overcooked pizza!
Definitely would return if I was...More",Date of visit: February 2016,,4,,,
Dec J,9 reviews,Short Break Holidays,"Great Pub, a little bit of Irish craic abroad. A very wide range of drinks, and good food. have been there every time I visit Roma and have yet to be disappointed. The staff are mostly Irish from all over Ireland and understand the Irish...More",Date of visit: January 2016,5,,,,
tykepilot,5 reviews,My favourite Pub in Rome,"What a great place this is, cracking atmosphere, great food and friendly staff, its always my first port of call when in Rome.",Date of visit: September 2015,5,,,,
Ryan F,1 review,The best atmosphere.....,Amazingly nice atmosphere...watchin the final of Capital One. ...although i dont support the reds...but had an amazing experience....Recomended to come over....,Date of visit: February 2016,5,,,,
Inga S,5 reviews,Absolutely amazing place,I am amazingly surprised with the atmosphere of this place....simply awesome!! Best place to have a drink or watch a game.amazing people and very good service. Really recommend the place to visit- will not regret it :),Date of visit: February 2016,5,,,,
John M,98 reviews,I'll be back for the Craic,"Food in here's fantastic the choice of drinks sublime, if I'm ever back in Rome, this is where I'll spend some time. Portions are enormous, surroundings are gorgeous. I bet when the Irish football and rugby teams are in town, a few pints of bevy...More",Date of visit: October 2015,5,,,,
Ian2885,53 reviews,A Modern Jewel in an Ancient City,"What a place, a traditional bar in the heart of Rome. 
One of the best pints of Guinness that I have had, the only better one was at the brewery in Dublin (it may be because I was so gassed out by the lager, but...More",Date of visit: February 2016,5,,,,
MKelsey91,4 reviews,Gem in the middle of the City!,"Brilliant place to drink and get Merry! karaoke on certain nights and live bands, unfortunately we didn't get to see the bands but 2 nights of Karaoke with people from all over the world! Live sports (mostly football which I don't mind, not sure about...More",Date of visit: February 2016,5,,,,
Departure38,27 reviews,"Great Guinness, great food.","Fabulous bar, lots of sports on various TVs. Great Guinness and friendly bar staff. Good pub food too, reasonable prices and good portion size. Bit of a hidden gem!",Date of visit: February 2016,5,,,,
Mary I,7 reviews,Scholars Bar,"Having met Louise in the Airport who works there we visited it on her recommendation
And we were not disappointed. Staff excellent as was food , music and great atmosphere . Would highly recommend The Scholars Bar to anyone visiting Rome.",Date of visit: January 2016,5,,,,
CAROLINE C,3 reviews,Calum No 1 Barman!,Group of friends went here for lunch and drink a few times during our visit to Rome. Calum is one of the best bar men ever! His cocktails are the best..,Date of visit: February 2016,5,,,,
D K,23 reviews,Great bar!,"Had a great time here! They have all of the European football games on followed by a live band. 
We got there a few mins after happy hour but still got happy hour price! 
Keep up the great work!",Date of visit: February 2016,5,,,,
FrancescoRome_Italy,25 reviews,Perfect Guinness,The best Guinness in Rome word the real Irish atmosphere. All football matches and rugby 6 nation. Classic wrap is the perfect meal!  Love this place.,Date of visit: February 2016,,4,,,
woodycakes,27 reviews,Stumbled on,This bar during a fantastic day of sight seeing.  Welcome Guinness and Watford v Leeds on one of the many tv screens.  Visit and enjoy a good pub atmosphere.,Date of visit: February 2016,5,,,,
